Business,Service,Original Service Name,Description,Micro Category,Macro Category,Service Category,Discounted Price,Original Price,
Steel & Lacquer,Specialty Pedicure,Luxe Lacquer Pedicure,,,,Nails,,55,
Sugarcoat,Specialty Pedicure,Sweet scrub pedicure,,Specialty Pedicure,Pedicure,Nails,,50,
Sugarcoat,Specialty Pedicure,Spa sweet pedi,,Specialty Pedicure,Pedicure,Nails,,60,
Sunset Nails,Specialty Pedicure,Deluxe Pedicure,,Specialty Pedicure,Pedicure,Nails,,38,
Super Nails & Spa,Specialty Pedicure,Deluxe Pedicure,,Specialty Pedicure,Pedicure,Nails,,35,
Sutter Nails,Specialty Pedicure,Specialty Pedicure,,Specialty Pedicure,Pedicure,Nails,,35,
Sutter Nails,Specialty Pedicure,Specialty Pedicure,,Specialty Pedicure,Pedicure,Nails,,50,
Sweeties Salon,Specialty Pedicure,Specialty Pedicure,,Specialty Pedicure,Pedicure,Nails,,40,
Sweeties Salon,Specialty Pedicure,Specialty Pedicure,,Specialty Pedicure,Pedicure,Nails,,45,
Sydney Nail Spa,Specialty Pedicure,Spa Pedicure,"A whirlpool foot soak revives feet. Nails are shapes, cuticles care. Foot mssage by using a deep hydration lotion followed by hot steam towels. Paraffin dipped and your choice of polish.",Specialty Pedicure,Pedicure,Nails,,32,
Sydney Nail Spa,Specialty Pedicure,Sydney Signature Pedicure,"Feet are soaked in a blend of essential oils to revitalize. Sea salts and foot scrubs are used to exfoliate the foot and leg. A relaxing foot masque with Peppermint oil will re-energize, hydrate and leave the foot soft and cool for hours. The feet are dipped in warm paraffin wax t oseal in nourishing moisture for ultra-hydrated and satin finish.",Specialty Pedicure,Pedicure,Nails,,55,
Ten Zen Nail Spa,Specialty Pedicure,Specialty Pedicure,"Enjoy a cup of CBD infused tea while your nails and cuticles are groomed to perfection as hands or feet are immersed in a luxurious blend of pharmaceutical grade epsom, pink himalayan and ethically sourced Dead Sea Salts infused with a proprietary blend of the highest quality essential oils, carrier oils and organically grown hemp - derived CBD.  The salts are created into a scrub to exfoliate and renew skin. Warm intensive collagen treatment gloves and warm keratin socks are used to provide nourishing care and soothe the skin.  Indulge your senses in a soothing aromatherapeutic hot stone massage with anti-inflammatory and pain relieving benefits.  The experience concludes with an application of a moisturizing fusion of aloe, sunflower oil, shea butter and jojoba oil infused with hemp-derived CBD, known to aid in healing skin conditions, reduce nerve sensitivity to pain, and to assist with skin regeneration. Natural buff or lacquer of your choice. ",Specialty Pedicure,Pedicure,Nails,,85,
Ten Zen Nail Spa,Specialty Pedicure,Specialty Pedicure,"Choice of:
Lavender, Mint, Citrus or Milk & Honey: Relax with a soothing aromatherapy soak to relieve stress and fatigue. Nails are trimmed and cuticles are softened and groomed to perfection. Dry skin is exfoliated and polished with an alluring sugar scrub specially formulated with natural oils that penetrate deeply to soften and moisturize skin. Callus softening for the soles and an organic warming butter treatment mask infused with an exclusive blend of essential minerals is applied to help regenerate and revitalize skin texture and appearance. Indulge in a relaxing aromatherapy warm oil massage, followed by a natural buff or polish of your choice. �",Specialty Pedicure,Pedicure,Nails,,65,
The Nail Room,Specialty Pedicure,Paraffin Up Special Pedicure,,Specialty Pedicure,Pedicure,Nails,,50,
The Nail Room,Specialty Pedicure,Milky Up Special Pedicure,,Specialty Pedicure,Pedicure,Nails,,50,
The Nail Room,Specialty Pedicure,Freshen Up Special Pedicure,,Specialty Pedicure,Pedicure,Nails,,50,
The Upper Hand,Specialty Pedicure,The Upper Hand Pedicure,Our classic manicure with extra pampering.+ Cooling Mask or Hot Paraffin Wax + Hot Stone Massage,Specialty Pedicure,Pedicure,Nails,,50,
Thi Spa & Nails,Specialty Pedicure,Refresh-Mint Pedicure,"Minty soak, pepermint scrub and massage, plus a warm paraffin dip to seal in the moisture",Specialty Pedicure,Pedicure,Nails,,55,
Thi Spa & Nails,Specialty Pedicure,Thi-Callus Pedicure,"Perfect for dry and chapped feet. Milk foot soak, callus treatment, brown sugar scrub, vanilla butter massage and warm paraffin wx to seal in the moisture",Specialty Pedicure,Pedicure,Nails,,65,
Tiptoes Nail Spa,Specialty Pedicure,Specialty Pedicure,"This upgraded treatment includes nail/cuticle care, warm lotion massage and a choice of mask or paraffin wax treatment.� ",Specialty Pedicure,Pedicure,Nails,,44,
Tiptoes Nail Spa,Specialty Pedicure,Specialty Pedicure,"This upgraded treatment includes nail/cuticle care, warm lotion massage and a choice of mask or paraffin wax treatment.� Can�t decide; get both mask and paraffin for only $5 more each service.",Specialty Pedicure,Pedicure,Nails,,49,
Tiptoes Nail Spa,Specialty Pedicure,Specialty Pedicure,"Getting your vitamins has never been so indulgent! Our delicious mix of berries is a truly unique treatment, full of fruit acids and essential vitamins that work overtime to reveal smooth, supple skin. Spoil yourself with our Japanese yuzu mineral salt soak, wildberry polish scrub, strawberry and cream mask and Japanese yuzu lotion.",Specialty Pedicure,Pedicure,Nails,,54,
Tiptoes Nail Spa,Specialty Pedicure,Specialty Pedicure,"We�ve designed these unique products by looking to the Orient for inspiration. Our fusion of rice bran oil, green tea leaves and extract, creamy coconut and crisp lemongrass are the signature ingredients of this long-to-be-remembered treatment.  Delight yourself in a Thai coconut lemongrass mineral salt soak, green tea and crushed rice scrub, sea kelp and green tea mask and a luxurious coconut lemongrass lotion massage.",Specialty Pedicure,Pedicure,Nails,,54,
Tiptoes Nail Spa,Specialty Pedicure,Specialty Pedicure,"Our luxurious lemongrass pedicure tantalizes rough and dry feet after just one treatment. Heal your tootsies in our Totally Soaked Softening foot gel; Down & Dirty foot scrub, Callous Control foot mask and Rescue Me Intensive foot cr�me.  By the time you leave our chair, your feet will feel like dancing across the room.  Add a paraffin wax treatment and leave with silky soft feet.",Specialty Pedicure,Pedicure,Nails,,60,
Tiptoes Nail Spa,Specialty Pedicure,Specialty Pedicure,"Our luxurious lemongrass pedicure tantalizes rough and dry feet after just one treatment. Heal your tootsies in our Totally Soaked Softening foot gel; Down & Dirty foot scrub, Callous Control foot mask and Rescue Me Intensive foot cr�me.  By the time you leave our chair, your feet will feel like dancing across the room.  Add a paraffin wax treatment and leave with silky soft feet.",Specialty Pedicure,Pedicure,Nails,70,72,
Tiptoes Nail Spa,Specialty Pedicure,Specialty Pedicure,"Calm and unwind your muscles after a long day with a combination of the finest natural ingredients of spearmint leaves, eucalyptus and rosemary.  Delight in an herbal tub tea soak, a sugar scrub made just for the feet and delicious foot oil to soften the feet.  Finish up with a lavender paraffin wax treatment that will set your soles at ease.  This combination was designed to help circulation, ground the feet and lift the spirits all at once.",Specialty Pedicure,Pedicure,Nails,,55,
Tootsie Toes,Specialty Pedicure,Specialty Pedicure,,Specialty Pedicure,Pedicure,Nails,,31,
Tootsie Toes,Specialty Pedicure,Specialty Pedicure,,Specialty Pedicure,Pedicure,Nails,,43,
Top Coat,Specialty Pedicure,Specialty Pedicure,Pedicure + 10' massage,Specialty Pedicure,Pedicure,Nails,,39,
Top Coat,Specialty Pedicure,Specialty Pedicure,Spa Pedicure + Callus Treatment + Paraffin Mask,Specialty Pedicure,Pedicure,Nails,,57,
Vanity Beauty Lounge,Specialty Pedicure,Soothing Soy Milk Pedicure,"Pure & simple. These award-winning products are full of proteins and amino acids that will hydrate and regenerate your skin, a perfect service to nurture and soothe your hands and feet.",Specialty Pedicure,Pedicure,Nails,,41,
Vanity Beauty Lounge,Specialty Pedicure,Pure Pomegranate Pedicure,"Loaded with antioxidants, this premium service is the perfect additive for your hands and toes. Not only will your skin look vibrant and healthy, you�ll also feel like a goddess.",Specialty Pedicure,Pedicure,Nails,,48,
Vanity Beauty Lounge,Specialty Pedicure,Luxurious Lavender & Vanilla Candle Pedicure,"We light a fragrant soy candle at the beginning of your service, which later turns into a melted lotion which we smooth right onto your hands and feet. This relaxing aromatherapy service uses pure essential oils and natural raw ingredients to relax and balance the senses.",Specialty Pedicure,Pedicure,Nails,,58,
Vanity Beauty Lounge,Specialty Pedicure,Sexy Soles Pedicure,"We slough, buff, and moisturize your tattered tootsies for ultimate relief in this specialized lemongrass scented foot treatment. This service includes callus treatment and paraffin.",Specialty Pedicure,Pedicure,Nails,,68,
White Daisy Nail Spa,Specialty Pedicure,Specialty Pedicure,"Complete grooming including butter scrub, warmbuttered finger or toes, mas",Specialty Pedicure,Pedicure,Nails,,40,
White Daisy Nail Spa,Specialty Pedicure,Specialty Pedicure,Submerge your feet in a warm milk bath with rose petals then exfoliate with milk & honey scrub. This treatment leaves hand and feet silky solf and moiturized. Experience with butter/warm booties.,Specialty Pedicure,Pedicure,Nails,,47,
White Daisy Nail Spa,Specialty Pedicure,Specialty Pedicure,"An The treatment begins with a Shea Butter Salt,gently buff away dull skin cell and lea leaving your hands and feet perfectly polish and hydrated with body butter cream rub",Specialty Pedicure,Pedicure,Nails,,37,
Archimedes Banya,Sports Massage,Sports Massage (60 min),"Sports massage is geared toward athletes of every kind, from world-class professionals to weekend joggers. The particulars of the massage are specific to the athlete's sport of choice and are often focused on a particular troublesome area like a knee or shoulder. Aspects of massage are gaining popularity as useful components in a balanced training regimen. Sports massage can be used as a means to enhance pre-event preparation and reduce recovery time for maximum performance during training or after an event. Athletes have discovered that specially designed massage promotes flexibility, removes fatigue, improves endurance, helps prevent injuries, and prepares them to compete at their absolute best. **Must purchase Basic Banya Pass to obtain service. Basic Banya Passes are available for purchase upon entry to Archimedes Banya- reservations for Basic Banya Pass not required. Ability to purchase pass is guaranteed with reservation for spa or banya service.**",Sports Massage,Massage,Spa,,102,
Archimedes Banya,Sports Massage,Sports Massage (90 min),"Sports massage is geared toward athletes of every kind, from world-class professionals to weekend joggers. The particulars of the massage are specific to the athlete's sport of choice and are often focused on a particular troublesome area like a knee or shoulder. Aspects of massage are gaining popularity as useful components in a balanced training regimen. Sports massage can be used as a means to enhance pre-event preparation and reduce recovery time for maximum performance during training or after an event. Athletes have discovered that specially designed massage promotes flexibility, removes fatigue, improves endurance, helps prevent injuries, and prepares them to compete at their absolute best. **Must purchase Basic Banya Pass to obtain service. Basic Banya Passes are available for purchase upon entry to Archimedes Banya- reservations for Basic Banya Pass not required. Ability to purchase pass is guaranteed with reservation for spa or banya service.**",Sports Massage,Massage,Spa,,155,
Archimedes Banya,Sports Massage,Sports Massage (30 min),"Sports massage is geared toward athletes of every kind, from world-class professionals to weekend joggers. The particulars of the massage are specific to the athlete's sport of choice and are often focused on a particular troublesome area like a knee or shoulder. Aspects of massage are gaining popularity as useful components in a balanced training regimen. Sports massage can be used as a means to enhance pre-event preparation and reduce recovery time for maximum performance during training or after an event. Athletes have discovered that specially designed massage promotes flexibility, removes fatigue, improves endurance, helps prevent injuries, and prepares them to compete at their absolute best. **Must purchase Basic Banya Pass to obtain service. Basic Banya Passes are available for purchase upon entry to Archimedes Banya- reservations for Basic Banya Pass not required. Ability to purchase pass is guaranteed with reservation for spa or banya service.**",Sports Massage,Massage,Spa,,60,
Archimedes Banya,Sports Massage,Sports Massage (120 min),"Sports massage is geared toward athletes of every kind, from world-class professionals to weekend joggers. The particulars of the massage are specific to the athlete's sport of choice and are often focused on a particular troublesome area like a knee or shoulder. Aspects of massage are gaining popularity as useful components in a balanced training regimen. Sports massage can be used as a means to enhance pre-event preparation and reduce recovery time for maximum performance during training or after an event. Athletes have discovered that specially designed massage promotes flexibility, removes fatigue, improves endurance, helps prevent injuries, and prepares them to compete at their absolute best. **Must purchase Basic Banya Pass to obtain service. Basic Banya Passes are available for purchase upon entry to Archimedes Banya- reservations for Basic Banya Pass not required. Ability to purchase pass is guaranteed with reservation for spa or banya service.**",Sports Massage,Massage,Spa,,200,
Buddha Bliss Therapeutic Massage,Sports Massage,Sport Massage (60 min) - Student/Senior Discount,"Fitness enthusiast? Pro athlete? Or just a weekend jogger? Our sports massage is geared towards all kinds of athletes!  It focuses on stressed and overused areas of the body and can be done either before or after a sporting event or throughout a training period to assist in injury prevention and recovery. It also works great as a part of an injury treatment/ rehabilitation plan!

One of the major advantages of Sports massage, especially when compared with other types of massages is that we target tendon-muscle junctions. If you�re a fitness enthusiast or you in engage in regular physical activity, adding our sports massage services every other week will be great for your body!",Sports Massage,Massage,Spa,88,110,
Buddha Bliss Therapeutic Massage,Sports Massage,Sport Massage (75 min) - Student/Senior Discount,"Fitness enthusiast? Pro athlete? Or just a weekend jogger? Our sports massage is geared towards all kinds of athletes!  It focuses on stressed and overused areas of the body and can be done either before or after a sporting event or throughout a training period to assist in injury prevention and recovery. It also works great as a part of an injury treatment/ rehabilitation plan!

One of the major advantages of Sports massage, especially when compared with other types of massages is that we target tendon-muscle junctions. If you�re a fitness enthusiast or you in engage in regular physical activity, adding our sports massage services every other week will be great for your body!",Sports Massage,Massage,Spa,110.40,138,
Buddha Bliss Therapeutic Massage,Sports Massage,Sport Massage (90 min) - Student/Senior Discount,"Fitness enthusiast? Pro athlete? Or just a weekend jogger? Our sports massage is geared towards all kinds of athletes!  It focuses on stressed and overused areas of the body and can be done either before or after a sporting event or throughout a training period to assist in injury prevention and recovery. It also works great as a part of an injury treatment/ rehabilitation plan!

One of the major advantages of Sports massage, especially when compared with other types of massages is that we target tendon-muscle junctions. If you�re a fitness enthusiast or you in engage in regular physical activity, adding our sports massage services every other week will be great for your body!",Sports Massage,Massage,Spa,132,165,
Buddha Bliss Therapeutic Massage,Sports Massage,Sport Massage (120 min) - Student/Senior Discount,"Fitness enthusiast? Pro athlete? Or just a weekend jogger? Our sports massage is geared towards all kinds of athletes!  It focuses on stressed and overused areas of the body and can be done either before or after a sporting event or throughout a training period to assist in injury prevention and recovery. It also works great as a part of an injury treatment/ rehabilitation plan!

One of the major advantages of Sports massage, especially when compared with other types of massages is that we target tendon-muscle junctions. If you�re a fitness enthusiast or you in engage in regular physical activity, adding our sports massage services every other week will be great for your body!",Sports Massage,Massage,Spa,176,220,
Buddha Bliss Therapeutic Massage,Sports Massage,Sport Massage (60 min),"Fitness enthusiast? Pro athlete? Or just a weekend jogger? Our sports massage is geared towards all kinds of athletes!  It focuses on stressed and overused areas of the body and can be done either before or after a sporting event or throughout a training period to assist in injury prevention and recovery. It also works great as a part of an injury treatment/ rehabilitation plan!

One of the major advantages of Sports massage, especially when compared with other types of massages is that we target tendon-muscle junctions. If you�re a fitness enthusiast or you in engage in regular physical activity, adding our sports massage services every other week will be great for your body!",Sports Massage,Massage,Spa,,110,
Buddha Bliss Therapeutic Massage,Sports Massage,Sport Massage (75 min),"Fitness enthusiast? Pro athlete? Or just a weekend jogger? Our sports massage is geared towards all kinds of athletes!  It focuses on stressed and overused areas of the body and can be done either before or after a sporting event or throughout a training period to assist in injury prevention and recovery. It also works great as a part of an injury treatment/ rehabilitation plan!

One of the major advantages of Sports massage, especially when compared with other types of massages is that we target tendon-muscle junctions. If you�re a fitness enthusiast or you in engage in regular physical activity, adding our sports massage services every other week will be great for your body!",Sports Massage,Massage,Spa,,138,
Buddha Bliss Therapeutic Massage,Sports Massage,Sport Massage (90 min),"Fitness enthusiast? Pro athlete? Or just a weekend jogger? Our sports massage is geared towards all kinds of athletes!  It focuses on stressed and overused areas of the body and can be done either before or after a sporting event or throughout a training period to assist in injury prevention and recovery. It also works great as a part of an injury treatment/ rehabilitation plan!

One of the major advantages of Sports massage, especially when compared with other types of massages is that we target tendon-muscle junctions. If you�re a fitness enthusiast or you in engage in regular physical activity, adding our sports massage services every other week will be great for your body!",Sports Massage,Massage,Spa,,165,
Buddha Bliss Therapeutic Massage,Sports Massage,Sport Massage (120 min),"Fitness enthusiast? Pro athlete? Or just a weekend jogger? Our sports massage is geared towards all kinds of athletes!  It focuses on stressed and overused areas of the body and can be done either before or after a sporting event or throughout a training period to assist in injury prevention and recovery. It also works great as a part of an injury treatment/ rehabilitation plan!

One of the major advantages of Sports massage, especially when compared with other types of massages is that we target tendon-muscle junctions. If you�re a fitness enthusiast or you in engage in regular physical activity, adding our sports massage services every other week will be great for your body!",Sports Massage,Massage,Spa,,220,
Jasmine Beauty Spa,Sports Massage,Sport Massage,,,,Spa,,50,
Massage in Soma,Sports Massage,LATE INCALL SPORT/CORRECTIVE,,,,Spa,,160,
Massage in Soma,Sports Massage,Corrective/Sport Massage (60 min),INCALL SESSIONS (11am - 7:30pm),,,Spa,,130,
Massage in Soma,Sports Massage,Corrective/Sport Massage (90 min),INCALL SESSIONS (11am - 7:30pm),,,Spa,,155,
Massage in Soma,Sports Massage,Late Incall Sport/Corrective Massage (60 min),LATE INCALL SESSIONS (7:30pm - 10pm),,,Spa,,160,
Massage Your Body,Sports Massage,Sports Massage (60 min),"Enhance flexibility, improve circulation, and improve muscle tone with the focused strokes of a Sports Massage. Pre or post workout a sports massage can improve recovery tine and prevent athletic injuries.
",Sports Massage,Massage,Spa,,120,
Massage Your Body,Sports Massage,Sports Massage (90 min),"Enhance flexibility, improve circulation, and improve muscle tone with the focused strokes of a Sports Massage. Pre or post workout a sports massage can improve recovery tine and prevent athletic injuries.
",Sports Massage,Massage,Spa,,170,
Massage Your Body,Sports Massage,Sports Massage (120 min),"Enhance flexibility, improve circulation, and improve muscle tone with the focused strokes of a Sports Massage. Pre or post workout a sports massage can improve recovery tine and prevent athletic injuries.
",Sports Massage,Massage,Spa,,250,
Mizu Spa,Sports Massage,Sports Massage (50 min),This treatment alleviates stress and tension due to physical activity and helps to promote flexibility and prevent injuries. ,Sports Massage,Massage,Spa,,115,
Mizu Spa,Sports Massage,Sports Massage (80 min),This treatment alleviates stress and tension due to physical activity and helps to promote flexibility and prevent injuries.,Sports Massage,Massage,Spa,,150,
Qua The Spa at SOMA GRAND,Sports Massage,Sports Massage,,,,Spa,,645,
Serenity Wellness Spa,Sports Massage,Sports/Deep Tissue Massage ,"Improve circulation, flexibility and range of motion with our Sports-Deep Tissue massage. Release tension, break down scar tissue or adhesions which allow muscles to glide as they should.",,,Spa,,125,
Spa J'Adore,Sports Massage,Sports Massage,,,,Spa,,120,
Strictly Therapeutic,Sports Massage,Sports Massage (60 min),,,,Spa,,100,
Archimedes Banya,Steam room,Platza (15 min),An amazing treatment that combines a natural healing power of tree leafs with revitalizing heat of a Russian steam room) - Service Duration: 15 mins ,Steam room,Body Service,Spa,,37,
B Brow Lounge,Stomach Waxing,Stomach Waxing,,Stomach Waxing,Waxing,Hair Removal,,15,
Bare,Stomach Waxing,Stomach Waxing,This discount is in effect if you return to Bare for the same service within six weeks.,Stomach Waxing,Waxing,Hair Removal,18,20,
Bare,Stomach Waxing,Stomach Waxing,,Stomach Waxing,Waxing,Hair Removal,,20,
Bare,Stomach Waxing,Stomach Waxing,This discount is in effect if you return to Bare for the same service within six weeks.,Stomach Waxing,Waxing,Hair Removal,9,10,
Bare,Stomach Waxing,Stomach Waxing,,Stomach Waxing,Waxing,Hair Removal,,10,
Castro Nail Salon,Stomach Waxing,Stomach Waxing,,Stomach Waxing,Waxing,Hair Removal,,20+,
Cocoon Urban Day Spa,Stomach Waxing,Stomach Waxing,,Stomach Waxing,Waxing,Hair Removal,,10+,
EZ Threads,Stomach Waxing,Half body Waxing,"Chest ,Stomach and waist, WOMEN ONLY",Stomach Waxing,Waxing,Hair Removal,,40,
John Francis Spa,Stomach Waxing,Waxing - Chest & Abs,,Stomach Waxing,Waxing,Hair Removal,,65,
JoJe Nail Spa,Stomach Waxing,Abdomen Waxing,,,,Hair Removal,,10+,
La Petite Nail Shop,Stomach Waxing,Stomach Waxing,,Stomach Waxing,Waxing,Hair Removal,,40,
Pampered Hands Salon,Stomach Waxing,Waxing - Belly,,Stomach,Waxing,Hair Removal,,10 to 15,
Patina Skin & Wax,Stomach Waxing,Stomach Waxing,,Stomach Waxing,Waxing,Hair Removal,,25,
Patina Skin & Wax,Stomach Waxing,Stomach Waxing,,Eyebrow Men's Waxing,Waxing,Hair Removal,,25,
Polish Nail & Beauty Spa,Stomach Waxing,Waxing - Stomach,,Stomach,Waxing,Hair Removal,,20,
Polished Nest,Stomach Waxing,Waxing - Stomach,,Stomach,Waxing,Hair Removal,,15+,
Queen Bee Nail Salon,Stomach Waxing,Stomach Waxing,,,,Hair Removal,,18,
Richmond Nail Salon,Stomach Waxing,Belly Waxing,,,,Hair Removal,,10,
Rosy Heels,Stomach Waxing,Waxing - Belly,,Stomach,Waxing,Hair Removal,,10,
SF Nail Bar,Stomach Waxing,Waxing - Stomach,,Stomach,Waxing,Hair Removal,,20,
The Nail Room,Stomach Waxing,Waxing - Stomach,,Stomach,Waxing,Hair Removal,,20,
Thi Spa & Nails,Stomach Waxing,Waxing - Stomach,,Stomach,Waxing,Hair Removal,,18+,
Top Coat,Stomach Waxing,Stomach Waxing,,Stomach Waxing,Waxing,Hair Removal,,20,
Vierra & Friends,Stomach Waxing,Abdomen Waxing,,,,Hair Removal,,25,
Zaza Nail and Wine Lounge,Stomach Waxing,Stomach Waxing,,Stomach Waxing,Waxing,Hair Removal,,25,
Earthbody,Stress Relief Massage,Ground Massage (60 min),"Experience a range of therapeutic bodywork crafted for you and your body. Melt away stress on our warm beds outfitted in organic fair trade cotton. This single hour is made glorious with our very own handcrafted bodycare products, essential oils, hydrosols, and hot foot towels in session. Crafted with love, intention and skill, the GROUND is a living piece of art with you at the core.",Stress Relief Massage,Massage,Spa,,140,
Earthbody,Stress Relief Massage,Repattern Massage (90 min),"Go further with the REPATTERN. Journey to the inner temple. Lengthen the spine. Feel the complexity of muscle. Uncover the breath. Become the fullest expression of your being and heal. Ideal for those who haven�t had a treatment for over a month, the REPATTERN is a complete initiation. Here, relaxation is the path, not the goal. By releasing tension, strain, and pain, you can encourage body awareness and openness. A completely holistic approach to bodywork and massage, our gifted therapists enter into a dialogue of touch. Discover mind-body connection, joy, and relief.",Stress Relief Massage,Massage,Spa,,195,
JoJe Nail Spa,Sugaring Package Deal,Sugaring - Eyebrows & Lip,,Package Deal,Sugaring,Hair Removal,29,31,
JoJe Nail Spa,Sugaring Package Deal,Sugaring - Eyebrows & Lip & Chin,,Package Deal,Sugaring,Hair Removal,35,41,
Archimedes Banya,Swedish Massage,Royal Hammam (75 min),"The Royal Hammam begins with a Swedish massage in one of our heated wet rooms. Your therapist will use warm oil and long, flowing strokes to stretch your limbs and knead your body. After your muscles are relaxed your therapist uses a coarse mitt to deeply cleanse your skin. After the initial exfoliation, your therapist will use Moroccan olive oil soap and exfoliating spa gloves to massage and scrub away a layer of dead skin. Warm water is poured over your body, soothing your mind while washing away foam and debris. After completing a massage and scrub to both sides of the body, an invigorating scalp massage using essential oils is administered to punctuate this luxurious treatment. After 75 minutes of blissful pleasure you will leave with soft and smooth skin. Service duration: 1.25 hr ",Swedish Massage,Massage,Spa,,120,
Archimedes Banya,Swedish Massage,Swedish Massage (60 min),**Must purchase Basic Banya Pass to obtain service. Basic Banya Passes are available for purchase upon entry to Archimedes Banya- reservations for Basic Banya Pass not required. Ability to purchase pass is guaranteed with reservation for spa or banya service.**,Swedish Massage,Massage,Spa,,92,
Archimedes Banya,Swedish Massage,Swedish Massage (90 min),**Must purchase Basic Banya Pass to obtain service. Basic Banya Passes are available for purchase upon entry to Archimedes Banya- reservations for Basic Banya Pass not required. Ability to purchase pass is guaranteed with reservation for spa or banya service.**,Swedish Massage,Massage,Spa,,140,
Archimedes Banya,Swedish Massage,Swedish Massage (30 min),**Must purchase Basic Banya Pass to obtain service. Basic Banya Passes are available for purchase upon entry to Archimedes Banya- reservations for Basic Banya Pass not required. Ability to purchase pass is guaranteed with reservation for spa or banya service.**,Swedish Massage,Massage,Spa,,55,
Archimedes Banya,Swedish Massage,Swedish Massage (120 min),**Must purchase Basic Banya Pass to obtain service. Basic Banya Passes are available for purchase upon entry to Archimedes Banya- reservations for Basic Banya Pass not required. Ability to purchase pass is guaranteed with reservation for spa or banya service.**,Swedish Massage,Massage,Spa,,180,
Hand Job Spa,Swedish Massage,Swedish Massage,"Feeling stressed, exhausted, or have tension in your body? A relaxing and sensual massage is what you may need to feel great and wonderful again. Swedish massage uses firm but gentle pressure with essential oil to promote relaxation, ease muscle tension, and facilitate circulation to promote better health. Techniques include warm, gliding strokes, kneading, friction, and stretching.",Swedish Massage,Massage,Spa,,110,
Hand Job Spa,Swedish Massage,Swedish Massage,"Feeling stressed, exhausted, or have tension in your body? A relaxing and sensual massage is what you may need to feel great and wonderful again. Swedish massage uses firm but gentle pressure with essential oil to promote relaxation, ease muscle tension, and facilitate circulation to promote better health. Techniques include warm, gliding strokes, kneading, friction, and stretching.",Swedish Massage,Massage,Spa,,145,
Jan Massage,Swedish Massage,1 Hr Classic Massage Therapy,"Full body massage with Swedish Massage, Deep Tissue Massage and/or Acupressure techniques to help relief muscle stress and tension.",Swedish Massage,Massage,Spa,,60,
Jan Massage,Swedish Massage,1.5 hr Classic Massage Therapy,"Full body massage with Swedish Massage, Deep Tissue Massage and/or Acupressure techniques to help relief muscle stress and tension.",Swedish Massage,Massage,Spa,,85,
Jan Massage,Swedish Massage,1.5 hr Classic Massage Therapy,"Full body massage with Swedish Massage, Deep Tissue Massage and/or Acupressure techniques to help relief muscle stress and tension.",Swedish Massage,Massage,Spa,,85,
Jasmine Beauty Spa,Swedish Massage,Swedish Massage,,,,Spa,,50,
MaiThai Massage and Bodywork,Swedish Massage,Swedish Massage,,,,Spa,,120,
Mandy's Massage,Swedish Massage,Swedish Massage (60 min),,Swedish Massage,Massage,Spa,,55,
Mandy's Massage,Swedish Massage,Swedish Massage (90 min),,Swedish Massage,Massage,Spa,,75,
Massage in Soma,Swedish Massage,SWEDISH Spa,,,,Spa,,130,
Massage in Soma,Swedish Massage,OUTCALL SWEDISH,,,,Spa,,160,
Massage in Soma,Swedish Massage,LATE INCALL SWEDISH,,,,Spa,,185,
Massage in Soma,Swedish Massage,Swedish Spa Massage (60 min),INCALL SESSIONS (11am - 7:30pm),,,Spa,,130,
Massage in Soma,Swedish Massage,Esalen Spa Massage (60 min),"INCALL SESSIONS (11am - 7:30pm) - Esalen Massage is a sister massage to Swedish. It�s roots are taken from many other modalities such as oriental medicine, meditation, gestalt and somatic mind-body psychology. Long, sweeping, flowing strokes are applied up and down the body creating waves of energy, awakening the sleeping spirit and mind from within. It is not unusual to hear, �That was the most amazing massage I�ve ever received!� 
",,,Spa,,155,
Massage in Soma,Swedish Massage,Outcall Swedish Massage (60 min),OUTCALL SESSIONS (11am - 7:30pm),,,Spa,,160,
Massage in Soma,Swedish Massage,Late Incall Swedish Massage (60 min),LATE INCALL SESSIONS (7:30pm - 10pm),,,Spa,,185,
Massage in Soma,Swedish Massage,Late Incall Esalen Massage (60 min),LATE INCALL SESSIONS (7:30pm - 10pm),,,Spa,,185,
Massage Your Body,Swedish Massage,Swedish Massage (60 min),This classic massage reduces stress with moderate manipulation to relax your muscles and your mind. ,Swedish Massage,Massage,Spa,,120,
Massage Your Body,Swedish Massage,Swedish Massage (90 min),This classic massage reduces stress with moderate manipulation to relax your muscles and your mind. ,Swedish Massage,Massage,Spa,,170,
Massage Your Body,Swedish Massage,Swedish Massage (120 min),This classic massage reduces stress with moderate manipulation to relax your muscles and your mind. ,Swedish Massage,Massage,Spa,,150,
Mizu Spa,Swedish Massage,Signature Massage (50 min),"After a one on one consultation, your therapist will design the perfect massage for you combining Swedish, reflexology and deep tissue to meet your exact needs. ",Swedish Massage,Massage,Spa,,110,
Mizu Spa,Swedish Massage,Signature Massage (80 min),"After a one on one consultation, your therapist will design the perfect massage for you combining Swedish, reflexology and deep tissue to meet your exact needs.",Swedish Massage,Massage,Spa,,145,
Mizu Spa,Swedish Massage,Classic Massage (50 min),"This traditional Swedish massage uses light to medium pressure to promote relaxation, relieve tension, soothe muscles, and improve circulation to create a sense of well-being. ",Swedish Massage,Massage,Spa,,110,
Mizu Spa,Swedish Massage,Classic Massage (80 min),"This traditional Swedish massage uses light to medium pressure to promote relaxation, relieve tension, soothe muscles, and improve circulation to create a sense of well-being.",Swedish Massage,Massage,Spa,,145,
